age,job,marital,education,default,housing,loan,duration,campaign,y
60,5,1,1,1,0,0,126,1,0
29,0,1,6,0,2,2,166,1,0
35,6,2,6,0,2,0,106,1,0
42,1,1,2,1,2,0,62,2,0
28,9,1,5,0,0,0,45,1,0
28,9,1,5,0,0,0,53,1,0
27,1,2,0,0,2,0,225,1,0
33,10,1,3,1,1,1,268,1,0
48,4,1,6,0,0,0,52,4,0
35,6,2,6,0,0,0,609,1,0
27,1,2,0,0,0,2,83,1,0
51,4,1,2,0,2,2,79,6,0
28,7,1,3,0,0,0,462,1,0
40,9,1,5,1,2,0,847,10,0
38,7,1,3,0,0,0,857,2,1
43,3,1,1,1,2,0,188,2,0
28,7,1,3,0,0,2,80,1,0
37,3,2,5,0,0,2,50,1,0
37,3,2,5,0,2,0,255,1,0
46,7,1,3,0,0,0,92,1,0
39,4,1,3,0,0,2,245,2,0
33,0,0,3,0,0,2,83,3,0
36,2,1,6,1,2,0,55,7,0
58,6,0,6,0,2,0,548,1,0
44,0,0,3,0,2,0,281,2,0
32,7,2,3,0,0,2,81,2,0
57,0,2,3,1,2,0,35,6,0
28,0,2,6,0,0,0,69,3,0
53,0,1,6,0,2,0,51,33,0
28,0,2,6,0,0,0,829,2,1
42,1,1,2,1,2,0,367,2,0
28,7,1,3,0,0,0,612,2,1
38,9,2,5,0,0,0,25,6,0
28,7,1,3,0,0,0,184,1,0
34,10,1,3,0,0,0,284,2,0
31,0,1,3,0,0,0,187,1,0
31,0,2,6,0,0,0,128,1,0
29,9,2,5,0,2,0,150,2,0
46,9,1,6,0,0,0,124,3,0
51,4,1,0,0,2,0,47,2,0
53,1,1,0,1,0,0,249,2,0
36,0,1,3,0,2,0,74,2,0
38,6,0,2,0,2,2,119,3,0
37,1,1,2,1,0,2,88,7,0
32,0,1,3,0,2,0,434,2,0
36,1,2,3,0,0,0,288,1,0
24,0,2,3,0,2,2,109,5,0
47,9,1,3,0,2,0,388,3,0
39,9,1,3,0,2,0,1461,4,1
44,0,0,6,0,2,0,155,11,0
35,6,1,6,0,2,0,172,5,0
28,7,2,3,0,0,0,465,2,0
39,7,2,3,0,2,0,91,5,0
31,4,2,6,0,2,0,166,3,0
44,11,1,7,0,2,0,716,6,0
35,6,1,6,0,2,0,33,12,0
39,9,1,3,0,0,0,266,9,0
42,9,1,5,1,2,0,721,10,0
39,0,2,7,0,0,0,99,10,0
40,0,1,3,0,0,0,228,2,0
27,6,1,6,0,2,0,36,3,0
50,10,1,5,0,0,0,74,3,0
58,11,1,3,1,0,0,222,2,0
22,10,2,3,0,2,0,361,3,1
48,0,0,6,0,2,0,294,4,0
53,1,1,0,1,0,2,247,2,0
36,0,2,6,0,2,0,109,7,0
54,0,1,6,1,2,0,324,3,0
47,9,1,5,0,0,0,223,1,0
59,7,1,3,0,2,0,362,1,0
59,7,1,3,0,2,0,300,1,0
35,0,1,3,0,0,0,66,1,0
38,0,1,1,0,0,0,169,5,0
45,4,1,6,0,2,0,391,1,0
57,9,2,5,0,2,0,155,5,0
39,4,0,2,1,2,0,86,1,0
45,1,1,2,0,1,1,151,10,0
55,4,1,6,0,2,2,345,1,0
28,1,1,0,1,0,0,94,2,0
45,4,1,6,0,0,0,843,1,0
44,1,0,5,0,2,2,81,1,0
33,1,1,1,1,2,0,75,3,0
25,0,2,2,0,0,0,198,3,0
25,0,2,2,0,0,0,81,3,0
30,10,1,3,0,2,0,34,1,0
53,0,1,3,1,0,0,61,1,0
60,4,1,5,1,2,0,241,4,0
34,7,1,3,0,2,0,156,1,0
36,0,1,6,0,0,0,1739,5,0
34,7,1,3,0,2,0,345,1,0
36,9,2,5,0,0,0,111,4,0
37,1,1,0,1,0,0,166,1,0
54,1,1,2,0,2,0,28,1,0
55,0,0,6,0,0,0,119,1,0
55,0,0,6,0,2,2,209,1,0
34,7,1,3,0,0,0,733,1,0
28,1,1,0,1,2,0,44,3,0
25,0,2,2,0,0,0,18,29,0
30,7,2,3,0,0,0,444,5,0
36,0,2,6,0,2,0,744,8,0
29,4,1,6,0,2,0,196,4,0
34,9,0,7,0,2,0,190,4,0
31,6,1,6,0,0,0,245,5,0
48,1,1,5,0,0,0,22,25,0
30,1,2,3,0,2,0,13,16,0
31,7,2,3,0,2,0,59,2,0
28,1,1,0,1,2,0,108,9,0
33,0,2,5,0,2,0,134,2,0
28,9,2,6,0,2,0,58,2,0
58,4,1,6,0,0,2,32,20,0
45,0,1,6,0,0,0,9,7,0
48,9,1,5,1,0,2,37,6,0
33,9,1,6,0,2,0,90,5,0
54,0,1,6,1,2,0,20,27,0
36,0,2,6,0,2,0,33,33,0
36,0,2,6,0,2,2,18,8,0
44,1,0,5,0,0,0,66,31,0
39,9,1,5,0,2,0,23,5,0
32,9,1,6,0,2,0,19,6,0
25,0,2,2,0,2,2,37,17,0
38,0,1,3,0,2,0,51,18,0
48,9,1,5,0,2,0,21,2,0
38,0,1,1,0,2,0,294,3,0
32,9,1,6,0,0,0,65,4,0
59,7,1,3,0,2,0,70,5,0
38,9,1,3,0,2,2,18,34,0
50,6,1,5,0,2,0,77,2,0
54,0,1,6,0,0,0,9,5,0
41,3,1,0,1,0,0,17,24,0
52,1,1,2,1,0,0,393,3,0
32,9,1,6,0,2,0,22,7,0
31,7,2,3,0,0,0,10,3,0
30,7,2,3,1,0,0,454,18,0
33,9,1,6,0,0,0,89,4,0
34,9,1,5,0,2,0,11,3,0
59,5,1,0,0,0,0,37,27,0
44,9,2,7,1,0,2,48,3,0
53,0,1,3,1,0,0,10,8,0
39,0,1,6,1,0,0,67,3,0
33,9,2,6,0,0,0,58,5,0
30,10,1,3,0,2,0,272,2,0
36,9,2,5,0,2,2,164,3,0
48,0,2,6,0,2,2,55,6,0
26,1,1,0,1,2,0,530,3,0
25,0,2,2,0,2,0,17,18,0
31,7,2,3,0,0,0,16,35,0
25,0,2,2,0,2,0,14,28,0
47,9,1,5,0,2,0,153,18,0
34,9,0,7,0,2,2,8,8,0
38,0,1,1,0,2,0,69,3,0
25,0,2,2,0,2,2,8,21,0
37,9,1,5,0,0,0,43,32,0
36,0,2,6,0,2,0,106,27,0
55,6,1,6,1,0,0,255,2,0
34,9,0,7,0,2,0,251,3,0
47,9,1,5,0,2,0,30,33,0
33,1,1,2,0,2,0,21,14,0
55,5,1,2,1,2,0,55,8,0
55,5,1,2,1,0,0,16,3,0
30,0,2,5,0,2,2,9,18,0
36,9,2,5,0,0,0,237,7,0
47,9,1,5,0,2,2,58,4,0
25,0,2,2,0,2,0,115,4,0
36,10,2,7,1,0,0,189,3,0
42,0,1,6,0,0,2,56,25,0
38,1,2,1,0,0,0,114,4,0
38,0,1,1,0,0,0,213,3,0
30,7,2,3,0,2,0,70,6,0
52,0,1,6,0,0,0,368,7,0
36,0,2,6,0,2,0,10,3,0
38,0,1,1,0,2,0,135,3,0
36,0,2,6,0,0,0,48,3,0
38,0,1,1,0,0,0,35,25,0
27,0,2,3,0,2,0,14,23,0
43,0,1,5,1,2,0,68,2,0
59,5,1,0,0,0,2,22,3,0
41,1,1,1,0,0,0,5,3,0
49,9,1,7,1,2,0,160,14,0
40,7,1,2,0,0,0,21,35,0
41,1,1,1,0,2,0,5,3,0
39,0,1,6,1,2,0,33,3,0
49,0,2,3,0,0,0,6,2,0
55,5,1,2,1,0,0,149,5,0
34,9,0,7,0,0,0,40,7,0
34,9,0,7,0,2,0,46,21,0
39,0,2,3,0,0,0,9,6,0
25,0,2,2,0,0,0,39,8,0
32,9,1,6,0,2,0,280,6,0
41,3,1,0,1,2,0,350,10,0
54,0,1,6,1,2,0,65,43,0
37,9,1,5,0,0,0,37,8,0
48,1,1,5,0,2,0,49,16,0
34,9,0,7,0,2,2,470,4,0
38,0,1,1,0,0,0,262,3,0
43,7,1,1,0,0,2,124,8,0
42,2,1,5,0,2,0,576,7,0
56,1,1,1,1,2,0,10,5,0
58,1,1,1,1,2,0,306,7,0
39,0,1,6,1,2,0,101,9,0
39,9,1,7,0,2,0,108,4,0
36,0,2,6,0,0,0,67,6,0
36,0,2,6,0,2,0,16,8,0
39,0,1,6,1,0,0,94,12,0
49,0,2,3,0,2,0,24,13,0
38,0,1,1,0,0,0,18,6,0
54,0,1,6,1,2,0,77,5,0
43,0,1,5,1,2,0,747,4,0
24,9,2,6,0,0,0,299,3,0
31,7,2,3,0,2,0,42,5,0
46,7,1,2,0,2,0,40,9,0
27,0,2,3,0,0,0,10,20,0
31,7,2,3,0,0,2,9,17,0
45,1,1,1,0,0,2,92,4,0
30,7,2,3,0,2,0,92,10,0
59,9,1,3,1,0,0,130,8,0
36,0,2,6,0,0,0,18,40,0
25,0,2,2,0,2,0,83,4,0
49,4,1,2,1,0,2,8,16,0
28,9,2,5,0,0,0,28,5,0
25,0,2,2,0,2,2,14,30,0
25,0,2,2,0,2,0,8,27,0
32,9,1,6,0,2,0,443,4,0
38,0,1,1,0,2,0,214,3,0
33,9,1,6,0,2,0,258,7,0
54,7,1,1,0,2,0,86,4,0
30,7,2,3,0,2,0,248,5,0
36,0,2,6,0,2,0,536,7,0
36,0,2,6,0,2,0,148,6,0
36,0,1,3,0,0,2,18,12,0
34,4,2,6,0,0,0,90,13,0
36,0,2,6,0,0,0,78,16,0
25,0,1,6,0,2,0,60,5,0
32,9,1,6,0,2,2,50,6,0
36,0,2,6,0,0,0,9,13,0
31,7,2,3,0,0,0,61,4,0
48,9,1,5,1,2,0,5,2,0
27,0,2,3,0,2,0,5,3,0
36,0,2,6,0,2,2,12,7,0
42,0,1,6,0,0,0,1142,5,1
29,6,2,6,0,2,2,22,8,0
36,7,1,3,0,2,2,576,17,0
25,1,1,2,1,2,0,28,12,0
28,1,1,0,1,2,0,6,8,0
39,1,2,0,1,2,0,6,12,0
34,9,0,7,0,2,0,420,6,0
39,1,1,5,0,2,0,55,15,0
33,9,1,6,0,2,0,76,4,0
34,1,1,7,0,2,0,15,25,0
36,7,1,3,0,2,2,1721,4,1
38,0,1,1,0,2,0,39,3,0
25,8,2,3,0,0,0,85,3,0
55,5,1,3,0,2,0,32,24,0
58,1,1,1,1,2,2,31,3,0
53,6,1,5,0,2,0,9,31,0
33,9,1,6,0,2,0,52,7,0
45,9,1,2,1,0,0,31,22,0
31,7,2,3,0,2,0,45,3,0
47,7,1,7,0,2,0,43,3,0
39,9,1,5,0,0,0,84,6,0
38,0,1,1,0,2,0,17,3,0
56,1,1,1,1,2,0,28,21,0
31,7,2,3,0,2,0,34,5,0
31,7,2,3,0,2,0,48,3,0
37,0,1,3,0,2,0,29,14,0
34,9,0,7,0,2,0,27,13,0
29,9,1,6,0,0,0,652,7,0
51,5,1,6,1,0,0,110,3,0
35,0,1,6,0,0,0,19,10,0
34,9,0,7,0,0,0,41,5,0
48,9,1,5,1,0,2,6,10,0
48,1,1,5,0,2,0,12,5,0
33,0,2,5,0,2,0,143,4,0
36,7,1,3,0,2,0,14,6,0
54,4,1,6,1,2,0,11,5,0
46,7,1,2,0,0,0,153,4,0
36,0,2,6,0,0,2,35,11,0
50,6,1,5,0,0,0,73,7,0
27,0,2,3,0,0,0,135,3,0
54,9,1,2,0,0,2,50,9,0
59,3,1,0,0,0,2,7,21,0
43,0,1,5,1,0,0,127,3,0
28,1,1,0,1,0,2,29,8,0
39,1,2,0,1,0,0,9,21,0
48,3,1,0,1,0,2,148,1,0
45,4,0,3,0,0,2,78,1,0
34,9,2,6,0,2,0,156,1,0
34,9,2,6,0,0,0,160,1,0
41,9,1,6,0,1,1,531,1,0
38,1,2,3,0,2,0,104,1,0
43,0,1,6,0,0,0,116,1,0
43,0,1,6,0,2,2,149,1,0
45,4,0,3,0,2,0,272,1,0
44,0,2,6,0,0,0,208,1,0
50,6,1,0,1,0,0,222,1,0
50,6,1,0,1,2,0,311,1,0
31,0,2,6,0,2,0,163,1,0
41,9,1,6,0,2,0,89,1,0
41,9,1,6,0,2,0,53,1,0
41,9,1,6,0,2,0,71,1,0
41,9,1,6,0,2,0,227,1,0
57,11,1,7,1,2,0,81,1,0
46,0,1,6,0,2,0,96,1,0
58,1,1,2,0,2,0,436,1,0
33,0,2,6,0,0,0,157,1,0
58,1,1,2,0,0,0,498,1,0
36,0,1,6,0,0,0,147,1,0
58,1,1,2,0,2,0,846,1,1
48,1,1,6,0,0,0,164,1,0
49,7,1,3,0,0,0,117,1,0
30,0,1,6,0,0,0,160,1,0
30,0,1,6,0,0,0,243,1,0
48,1,1,2,0,0,2,221,1,0
53,4,1,6,0,2,0,629,1,0
56,0,1,1,0,2,0,240,1,0
53,7,1,2,1,0,0,79,1,0
53,7,1,2,1,2,0,148,1,0
53,1,1,0,1,2,0,144,1,0
37,8,1,5,0,0,0,70,1,0
56,1,1,2,0,1,1,68,1,0
47,7,1,3,0,0,0,157,1,0
51,9,1,5,0,0,0,72,1,0
55,1,1,0,0,2,0,94,1,0
55,1,1,0,0,2,0,149,1,0
42,9,0,5,0,2,0,151,1,0
58,5,1,5,0,2,0,302,2,0
42,9,0,5,0,2,0,408,1,0
56,5,1,6,0,2,0,270,1,0
46,9,1,6,1,0,0,139,1,0
49,9,1,5,1,2,2,148,1,0
33,0,0,6,0,2,0,73,1,0
53,7,1,2,1,2,0,136,2,0
46,3,1,3,0,2,0,121,1,0
46,3,1,3,0,2,0,130,1,0
35,0,2,6,0,0,0,167,2,0
60,5,1,6,1,0,0,144,1,0
60,5,1,6,1,2,0,174,1,0
30,0,2,6,0,2,0,39,1,0
35,9,0,6,0,2,2,142,2,0
57,0,1,3,1,2,0,86,1,0
39,3,1,0,0,2,0,417,1,0
47,2,1,6,0,2,2,216,1,0
33,0,0,6,0,0,2,119,2,0
35,4,1,6,1,2,0,372,1,0
38,9,1,5,0,0,0,606,3,0
32,0,2,6,0,0,0,200,1,0
49,9,1,5,0,0,0,96,1,0
31,0,1,6,0,2,0,244,1,0
30,9,2,3,0,0,0,134,1,0
31,9,1,5,1,0,0,107,2,0
39,9,2,5,1,0,0,198,1,0
48,11,1,2,0,0,0,307,1,0
44,7,1,5,0,0,2,93,1,0
44,7,1,5,0,0,0,90,1,0
34,9,2,5,0,2,2,64,1,0
34,9,2,5,0,2,0,138,1,0
60,5,1,1,0,0,0,79,1,0
36,0,1,5,0,0,0,58,1,0
41,11,1,7,0,2,0,230,1,0
33,9,0,5,0,0,2,68,1,0
57,5,1,0,0,2,0,96,1,0
33,9,0,5,0,2,0,413,1,0
33,9,0,5,0,2,2,679,1,0
45,1,1,1,1,0,0,160,1,0
49,1,1,0,1,2,0,315,1,0
50,0,1,3,0,0,0,20,3,0
57,5,1,0,0,0,0,177,1,0
46,1,1,2,0,0,0,488,2,0
46,9,2,5,1,0,0,824,2,0
47,9,1,5,0,2,0,506,1,0
57,0,1,3,1,2,0,166,2,0
35,9,2,5,0,0,2,50,1,0
34,0,2,6,0,2,0,432,1,0
45,9,1,6,1,2,0,372,1,0
33,8,0,5,0,0,0,1110,1,1
35,9,2,5,0,2,0,184,1,0
35,9,2,5,0,0,0,148,1,0
41,11,1,7,0,2,0,166,2,0
50,11,1,7,1,2,0,90,2,0
52,1,1,2,0,2,0,551,1,0
46,1,1,3,0,0,0,422,1,0
48,1,1,0,1,2,0,69,2,0
46,1,1,2,0,0,0,68,1,0
46,1,1,2,0,0,0,122,1,0
37,9,2,5,0,2,0,44,1,0
41,9,1,5,0,0,0,157,3,0
41,11,1,7,0,2,2,653,2,0
37,4,1,6,1,0,0,149,1,0
37,4,1,6,1,0,0,161,1,0
41,9,1,6,0,2,2,58,2,0
54,9,0,3,0,0,0,86,4,0
57,0,1,3,0,2,0,91,1,0
57,0,1,3,0,2,0,108,1,0
39,9,2,6,0,2,0,112,1,0
29,9,2,5,0,0,0,165,2,0
39,3,1,0,0,0,2,357,2,0
36,9,0,5,0,2,0,282,1,0
49,0,1,3,0,0,0,144,3,0
41,11,1,7,0,0,0,258,2,0
44,7,1,5,0,0,0,341,2,0
53,1,1,7,0,0,0,115,1,0
56,0,1,6,0,2,0,178,2,0
34,0,2,6,0,2,0,298,1,0
39,0,1,6,0,0,0,154,2,0
35,4,2,6,0,2,0,151,2,0
50,1,1,2,0,2,0,333,1,0
54,1,1,7,0,0,0,143,1,0
44,1,1,2,0,0,0,135,3,0
41,9,0,5,0,2,0,182,3,0
50,1,1,2,1,2,0,36,1,0
58,3,1,0,1,2,0,328,2,0
44,1,1,2,0,2,0,378,2,0
58,5,1,5,1,0,0,244,2,0
49,0,0,5,0,2,2,230,1,0
57,0,1,3,0,0,0,958,2,0
30,11,1,6,0,2,0,171,1,0
44,0,0,3,0,2,0,99,2,0
30,11,1,6,0,2,0,190,1,0
33,9,0,5,0,2,0,170,2,0
45,9,0,3,0,2,2,482,3,0
32,9,1,6,0,2,0,130,1,0
32,9,1,6,0,2,0,151,1,0
58,1,1,2,0,2,0,190,3,0
47,7,1,3,0,2,0,140,2,0
37,4,1,6,1,0,0,110,2,0
45,9,1,3,0,2,0,84,1,0
54,9,1,5,1,0,2,281,3,0
50,0,1,3,0,0,0,67,6,0
50,1,1,0,1,2,0,91,2,0
60,5,1,6,1,2,0,368,2,0
60,5,1,6,1,2,2,146,3,0
40,9,1,5,1,2,0,198,3,0
59,5,1,3,0,2,0,370,2,0
35,0,1,6,0,0,0,337,4,0
34,0,2,6,0,0,2,230,3,0
33,9,0,5,0,0,0,686,2,0
54,9,1,5,1,2,0,365,2,0
48,1,1,2,0,2,0,597,2,0
48,3,1,0,1,2,0,441,2,0
30,0,2,6,0,2,0,857,2,0
30,0,1,6,0,0,2,753,2,0
41,9,1,6,0,2,0,101,2,0
44,7,1,5,0,0,0,186,2,0
58,5,1,5,1,2,0,410,4,0
60,5,1,6,1,0,0,430,2,0
48,3,1,0,1,2,0,251,3,0
59,5,1,0,0,0,0,357,3,0
45,10,1,6,0,2,0,211,3,0
54,9,1,6,0,2,0,652,2,1
34,0,2,6,0,0,0,177,2,0
30,11,1,6,0,2,0,183,2,0
52,4,1,6,0,0,0,1488,2,1
40,2,1,6,0,2,0,145,2,0
45,7,1,3,1,2,0,413,2,0
50,9,0,6,1,0,0,114,2,0
47,9,1,5,0,0,0,428,2,0
32,9,1,5,0,2,0,133,2,0
30,9,1,6,0,2,0,142,2,0
38,1,2,3,0,0,0,250,2,0
50,0,1,2,0,0,0,125,3,0
30,9,2,3,0,2,0,276,2,0
56,5,1,6,0,2,0,377,3,0
47,2,1,6,0,0,0,487,3,1
47,2,1,6,0,2,0,641,2,1
52,9,0,5,0,2,0,126,4,0
50,0,1,3,0,0,2,519,3,0
53,1,1,0,0,0,0,76,1,0
43,0,2,6,0,2,0,837,2,1
57,5,1,1,0,0,0,222,1,0
35,11,1,2,0,0,0,117,1,0
49,7,1,3,0,0,0,91,1,0
58,0,1,3,0,2,2,314,1,0
58,0,1,3,0,2,0,553,1,1
52,0,1,7,0,2,0,976,1,1
38,9,2,5,0,2,0,114,1,0
52,9,0,6,0,0,0,122,1,0
52,9,0,6,0,0,2,86,1,0
52,0,1,7,0,0,0,91,1,0
35,0,1,6,0,2,0,36,1,0
52,0,1,7,0,0,0,422,1,0
52,9,0,6,0,0,2,794,1,1
47,0,1,3,0,2,0,145,1,0
48,9,0,5,0,0,0,139,1,0
53,1,1,2,0,2,0,241,1,0
48,9,0,5,0,0,0,69,1,0
52,9,0,5,0,0,0,58,1,0
47,7,1,3,0,2,0,836,1,1
41,9,1,5,0,0,0,269,1,0
29,0,2,6,0,2,0,67,1,0
45,3,1,0,1,2,0,195,1,0
45,3,1,0,1,0,0,137,1,0
45,3,1,0,1,0,0,148,1,0
35,0,2,6,0,2,0,448,1,0
49,9,1,5,1,0,0,162,1,0
48,1,1,2,0,2,0,335,3,0
29,0,2,6,0,0,0,140,1,0
58,1,1,2,0,0,0,171,2,0
37,0,1,6,0,2,0,356,1,0
42,0,1,6,0,2,0,130,2,0
51,0,1,6,1,2,0,545,1,0
48,4,1,3,1,0,0,135,1,0
39,9,0,5,0,2,0,1134,1,1
57,5,1,5,1,2,0,155,1,0
42,9,1,3,0,2,0,188,1,0
44,9,2,5,0,2,0,164,3,0
42,9,1,3,0,2,0,409,1,0
42,9,1,5,0,2,0,607,3,1
39,0,1,6,0,2,2,328,1,0
37,0,1,6,0,2,0,131,1,0
47,4,1,6,0,0,0,88,1,0
47,4,1,6,0,0,0,175,1,0
41,9,1,6,0,2,2,124,1,0
34,0,1,6,1,2,0,148,1,0
34,0,1,6,1,0,0,146,1,0
34,0,1,6,1,2,0,97,1,0
51,9,0,3,1,0,0,162,3,0
41,9,2,5,0,2,0,54,1,0
41,9,2,5,0,0,0,109,1,0
40,9,1,5,0,2,0,114,1,0
43,4,1,6,1,2,0,268,2,0
40,9,1,5,0,2,0,115,1,0
40,9,1,5,0,0,0,348,1,0
53,1,1,0,1,2,0,1186,4,1
58,7,1,7,1,2,0,197,1,0
45,1,1,0,0,2,0,198,1,0
45,1,1,0,0,2,0,111,1,0
53,9,1,5,0,2,0,123,1,0
49,0,1,6,0,2,0,790,1,0
52,9,1,5,0,0,0,142,1,0
45,9,1,5,1,0,0,122,1,0
59,5,1,6,0,2,0,163,1,0
34,0,2,6,0,2,0,174,2,0
45,9,1,5,1,2,0,183,1,0
48,1,1,2,1,0,0,157,1,0
48,1,1,2,1,2,0,196,1,0
46,6,1,2,1,2,0,159,1,0
55,0,1,5,0,2,2,482,1,0
46,9,1,5,0,0,0,92,1,0
30,9,1,5,0,2,0,297,1,0
48,0,1,6,1,2,0,229,2,0
52,7,0,1,0,2,0,138,1,0
53,9,1,3,0,2,0,231,1,0
53,9,1,3,0,2,0,105,1,0
53,1,1,0,0,0,0,238,2,0
33,0,1,6,0,2,2,178,2,0
34,9,0,5,0,2,0,278,1,0
40,9,1,5,0,0,0,156,1,0
44,0,1,0,1,2,2,286,1,0
53,1,1,2,0,2,0,334,2,0
44,0,1,0,1,2,0,222,1,0
30,11,1,6,0,2,0,95,2,0
35,11,1,2,0,2,0,148,2,0
59,0,1,6,0,2,0,177,1,0
34,9,0,5,0,2,0,104,3,0
32,0,2,3,0,2,0,195,2,0
56,0,1,3,1,2,0,182,1,0
41,3,1,1,0,0,0,56,2,0
32,9,2,6,0,0,0,68,1,0
32,9,2,6,0,2,0,297,1,0
44,1,1,0,0,2,0,720,2,1
44,9,1,6,0,2,0,231,1,0
49,0,0,6,0,0,0,126,1,0
44,1,1,1,0,0,0,67,4,0
33,9,1,6,0,2,0,316,2,0
49,0,1,6,1,2,0,202,1,0
33,0,1,6,0,0,2,149,2,0
32,9,1,6,0,2,0,168,3,0
52,7,0,1,0,2,0,683,2,0
31,9,2,5,0,2,0,176,1,0
50,1,1,0,1,2,0,66,2,0
31,9,2,5,0,2,0,935,1,1
45,9,1,5,1,0,0,320,2,0
43,9,2,5,0,0,0,165,1,0
49,7,1,3,1,0,0,241,1,0
35,0,2,6,0,0,0,199,2,0
52,9,1,5,1,2,0,622,1,0
49,7,1,3,0,2,0,158,2,0
43,0,1,6,0,2,0,531,3,1
42,9,0,6,0,2,0,141,2,0
49,0,1,6,0,0,2,414,2,0
38,0,0,6,0,2,0,339,2,0
42,0,1,6,0,0,0,68,2,0
46,0,1,6,1,0,0,123,2,0
41,0,1,6,0,0,0,766,2,1
41,9,1,6,0,2,0,27,3,0
37,0,1,6,0,0,0,85,2,0
33,11,1,7,1,2,0,229,2,0
36,0,0,6,0,2,0,112,2,0
46,1,1,2,0,2,2,704,2,0
37,4,1,6,0,0,0,104,1,0
37,4,1,6,0,2,0,409,1,0
53,1,1,0,1,2,0,106,1,0
42,0,1,6,0,2,0,1311,2,1
37,0,2,5,0,0,0,223,1,0
46,9,1,5,0,0,2,166,2,0
58,9,1,5,1,0,0,287,1,0
35,9,2,5,0,2,0,109,4,0
32,3,1,5,0,2,2,291,1,0
39,10,0,6,1,0,0,307,1,0
40,9,1,5,0,0,0,451,1,0
32,10,1,6,0,2,0,33,4,0
45,0,1,6,1,0,0,239,1,0
57,3,1,7,0,0,0,318,2,0
42,0,1,6,0,0,0,101,2,0
52,0,1,3,0,0,0,80,1,0
44,9,0,6,1,0,0,117,1,0
49,1,1,3,0,0,0,193,2,0
36,6,1,2,0,0,0,153,1,0
51,1,1,0,0,0,0,132,2,0
49,7,1,3,0,0,0,203,1,0
49,7,1,3,0,0,0,344,1,0
49,7,1,3,0,2,0,197,1,0
50,6,1,0,1,0,0,112,2,0
35,9,0,5,0,0,0,101,3,0
43,0,1,6,1,2,0,1332,1,1
54,9,0,6,0,0,0,155,3,0
40,0,1,6,0,0,0,618,2,1
30,0,2,6,0,0,0,1110,2,0
40,0,1,6,0,0,2,445,3,0
45,9,1,5,1,2,2,504,2,0
35,0,1,6,0,2,0,385,3,0
52,9,1,5,0,2,0,425,2,0
38,9,1,3,0,0,0,134,2,0
43,2,1,5,0,0,0,56,2,0
35,9,1,3,0,0,0,121,3,0
41,11,1,7,0,2,0,214,3,0
30,0,1,6,0,0,2,129,4,0
35,0,1,6,0,2,0,146,3,0
37,0,0,6,0,2,2,211,2,0
35,9,2,5,0,0,0,513,2,0
45,1,1,7,1,0,0,371,3,0
32,0,2,6,0,2,0,419,3,1
37,0,1,6,0,2,2,210,2,0
46,3,1,2,0,2,0,459,2,0
37,4,1,6,0,2,0,263,2,0
35,0,2,6,0,0,0,332,2,0
34,1,1,5,0,0,2,150,4,0
52,9,1,5,1,0,0,131,2,0
34,0,1,6,1,0,0,1227,2,1
51,0,1,6,1,2,0,507,2,0
50,0,1,6,0,2,0,608,2,0
38,3,1,6,0,2,0,295,2,0
51,0,1,3,0,0,0,178,4,0
51,0,1,6,1,2,0,147,2,0
48,3,1,0,1,2,2,307,4,0
40,9,1,5,0,2,0,109,2,0
59,1,1,2,0,2,0,1197,2,0
48,0,1,6,1,2,0,1208,3,1
47,1,1,1,1,2,0,78,2,0
36,0,1,6,0,2,0,223,4,0
48,1,1,5,0,2,0,996,2,0
45,1,1,0,0,2,0,92,5,0
57,5,1,3,0,0,0,115,3,0
48,9,0,5,0,2,0,78,3,0
44,6,1,5,0,2,0,116,5,0
45,0,1,6,0,2,0,314,5,0
53,0,1,6,0,0,0,384,5,0
33,3,2,6,1,2,0,46,3,0
46,1,1,0,1,2,0,1357,3,1
44,0,1,0,1,2,0,125,2,0
44,0,1,6,1,2,2,376,2,0
34,9,2,6,0,2,2,455,3,1
41,0,0,6,0,2,0,146,4,0
31,9,2,5,0,0,0,81,2,0
36,9,1,3,0,2,0,205,2,0
46,1,0,5,0,2,0,192,1,0
58,5,1,6,1,2,2,269,1,0
53,7,1,3,0,2,0,406,1,1
32,9,2,5,0,0,0,103,1,0
58,3,1,0,0,0,0,84,3,0
46,1,1,2,0,2,0,175,1,0
37,4,1,6,0,0,0,902,2,1
46,0,1,6,0,0,0,273,1,0
31,4,1,6,0,0,2,92,1,0
31,4,1,6,0,0,0,347,1,0
38,9,1,5,0,0,2,120,1,0
45,6,1,2,0,0,0,80,1,0
32,9,1,5,0,0,0,153,1,0
30,0,2,6,0,2,0,218,1,0
32,0,2,6,1,2,2,43,1,0
32,0,2,6,1,0,0,174,1,0
44,1,1,7,0,2,0,140,2,0
47,7,1,3,1,2,0,277,2,0
38,0,1,6,0,0,0,898,1,0
51,9,1,3,1,1,1,637,1,1
46,0,1,3,0,1,1,251,1,0
31,9,2,3,0,0,0,71,1,0
53,4,1,6,0,2,0,115,1,0
32,0,2,6,0,0,0,142,1,0
39,9,2,6,0,2,0,224,1,0
39,9,2,6,0,0,0,254,1,0
45,9,1,5,1,0,0,128,1,0
46,1,1,2,1,0,0,189,1,0
31,0,1,5,0,2,0,90,1,0
45,1,1,1,1,2,0,134,1,0
48,7,1,3,1,2,2,190,1,0
45,1,1,1,1,2,2,165,1,0
30,0,2,6,0,2,0,89,1,0
